0,8.000000
1,7.687500
2,7.703125
3,7.671875
4,7.609375
5,7.625000
6,7.593750
7,7.640625
8,7.656250
9,7.640625
10,7.562500
11,7.734375
12,7.593750
13,7.687500
14,7.625000
15,7.671875
16,7.671875
17,7.640625
18,7.703125
19,7.703125
20,7.671875
21,7.718750
22,7.671875
23,7.734375
24,7.687500
25,7.750000
26,7.656250
27,7.750000
28,7.640625
29,7.671875
30,7.671875
31,7.687500
32,7.703125
33,7.656250
34,7.750000
35,7.703125
36,7.765625
37,7.640625
38,7.828125
39,7.671875
40,7.765625
41,7.656250
42,7.703125
43,7.750000
44,7.687500
45,7.671875
46,7.750000
47,7.734375
48,7.750000
49,7.671875
50,7.734375
51,7.703125
52,7.734375
53,7.640625
54,7.765625
55,7.640625
56,7.781250
57,7.609375
58,7.734375
59,7.703125
60,7.718750
61,7.671875
62,7.750000
63,7.718750
64,7.750000
65,7.703125
66,7.734375
67,7.734375
68,7.750000
69,7.703125
70,7.796875
71,7.703125
72,7.828125
73,7.687500
74,7.812500
75,7.734375
76,7.734375
77,7.687500
78,7.796875
79,7.734375
80,7.781250
81,7.734375
82,7.796875
83,7.859375
84,7.765625
85,7.765625
86,7.796875
87,7.703125
88,7.796875
89,7.671875
90,7.828125
91,7.734375
92,7.765625
93,7.656250
94,7.796875
95,7.718750
96,7.781250
97,7.703125
98,7.796875
99,7.750000
100,7.765625
101,7.734375
102,7.796875
103,7.734375
104,7.781250
105,7.703125
106,7.796875
107,7.734375
108,7.828125
109,7.687500
110,7.828125
111,7.718750
112,7.828125
113,7.703125
114,7.828125
115,7.734375
116,7.828125
117,7.703125
118,7.828125
119,7.765625
120,7.828125
121,7.781250
122,7.828125
123,7.796875
124,7.828125
125,7.734375
126,7.828125
127,7.796875
128,7.828125
129,7.781250
130,7.828125
131,7.796875
132,7.828125
133,7.765625
134,7.828125
135,7.796875
136,7.828125
137,7.781250
138,7.828125
139,7.796875
140,7.828125
141,7.750000
142,7.828125
143,7.796875
144,7.828125
145,7.781250
146,7.828125
147,7.796875
148,7.828125
149,7.765625
150,7.828125
151,7.796875
152,7.828125
153,7.781250
154,7.828125
155,7.796875
156,7.828125
157,7.703125
158,7.828125
159,7.796875
160,7.828125
161,7.781250
162,7.828125
163,7.796875
164,7.828125
165,7.765625
166,7.828125
167,7.796875
168,7.828125
169,7.781250
170,7.828125
171,7.796875
172,7.828125
173,7.750000
174,7.828125
175,7.812500
176,7.828125
177,7.875000
178,7.828125
179,7.812500
180,7.828125
181,7.765625
182,7.828125
183,7.796875
184,7.828125
185,7.781250
186,7.828125
187,7.796875
188,7.828125
189,7.734375
190,7.828125
191,7.796875
192,7.828125
193,7.781250
194,7.828125
195,7.796875
196,7.828125
197,7.765625
198,7.828125
199,7.796875
200,7.828125
201,7.781250
202,7.828125
203,7.796875
204,7.828125
205,7.750000
206,7.828125
207,7.796875
208,7.828125
209,7.796875
210,7.828125
211,7.859375
212,7.828125
213,7.781250
214,7.828125
215,7.796875
216,7.828125
217,7.781250
218,7.828125
219,7.796875
220,7.828125
221,7.718750
222,7.828125
223,7.796875
224,7.828125
225,7.781250
226,7.828125
227,7.796875
228,7.828125
229,7.765625
230,7.828125
231,7.796875
232,7.828125
233,7.781250
234,7.828125
235,7.796875
236,7.828125
237,7.750000
238,7.828125
239,7.796875
240,7.828125
241,7.781250
242,7.828125
243,7.796875
244,7.828125
245,7.781250
246,7.828125
247,7.843750
248,7.828125
249,7.859375
250,7.796875
251,7.812500
252,7.781250
253,7.734375
254,7.796875
255,7.796875
256,7.765625
257,7.781250
258,7.796875
259,7.796875
260,7.781250
261,7.765625
262,7.796875
263,7.796875
264,7.750000
265,7.796875
266,7.796875
267,7.828125
268,7.781250
269,7.765625
270,7.796875
271,7.796875
272,7.765625
273,7.781250
274,7.796875
275,7.796875
276,7.781250
277,7.765625
278,7.796875
279,7.796875
280,7.734375
281,7.781250
282,7.796875
283,7.796875
284,7.781250
285,7.828125
286,7.796875
287,7.828125
288,7.765625
289,7.828125
290,7.796875
291,7.828125
292,7.781250
293,7.828125
294,7.796875
295,7.828125
296,7.750000
297,7.828125
298,7.796875
299,7.828125
300,7.781250
301,7.828125
302,7.796875
303,7.828125
304,7.765625
305,7.828125
306,7.796875
307,7.828125
308,7.781250
309,7.828125
310,7.796875
311,7.828125
312,7.718750
313,7.828125
314,7.796875
315,7.796875
316,7.781250
317,7.781250
318,7.796875
319,7.796875
320,7.765625
321,7.765625
322,7.796875
323,7.796875
324,7.781250
325,7.781250
326,7.796875
327,7.796875
328,7.750000
329,7.750000
330,7.796875
331,7.796875
332,7.781250
333,7.781250
334,7.796875
335,7.796875
336,7.765625
337,7.765625
338,7.796875
339,7.796875
340,7.750000
341,7.781250
342,7.750000
343,7.796875
344,7.703125
345,7.734375
346,7.734375
347,7.796875
348,7.750000
349,7.781250
350,7.750000
351,7.796875
352,7.734375
353,7.765625
354,7.718750
355,7.796875
356,7.750000
357,7.781250
358,7.750000
359,7.796875
360,7.718750
361,7.750000
362,7.703125
363,7.796875
364,7.703125
365,7.781250
366,7.718750
367,7.796875
368,7.671875
369,7.765625
370,7.671875
371,7.796875
372,7.703125
373,7.781250
374,7.718750
375,7.796875
376,7.593750
377,7.718750
378,7.703125
379,7.796875
380,7.703125
381,7.781250
382,7.718750
383,7.796875
384,7.671875
385,7.765625
386,7.687500
387,7.796875
388,7.703125
389,7.781250
390,7.718750
391,7.796875
392,7.625000
393,7.750000
394,7.718750
395,7.796875
396,7.796875
397,7.781250
398,7.734375
399,7.796875
400,7.671875
401,7.765625
402,7.656250
403,7.796875
404,7.703125
405,7.781250
406,7.718750
407,7.796875
408,7.625000
409,7.734375
410,7.703125
411,7.796875
412,7.703125
413,7.781250
414,7.718750
415,7.796875
416,7.671875
417,7.765625
418,7.687500
419,7.796875
420,7.703125
421,7.781250
422,7.718750
423,7.796875
424,7.609375
425,7.750000
426,7.703125
427,7.796875
428,7.718750
429,7.781250
430,7.781250
431,7.796875
432,7.687500
433,7.765625
434,7.671875
435,7.796875
436,7.703125
437,7.781250
438,7.718750
439,7.796875
440,7.609375
441,7.703125
442,7.703125
443,7.796875
444,7.703125
445,7.781250
446,7.718750
447,7.796875
448,7.671875
